round,global_acc,global_loss,local_acc0,local_acc1,local_acc2,local_acc3,local_acc4
73.0,0.951,0.22486952209472655,0.956,0.9429,0.0143,0.9622,0.0091
74.0,0.9721,0.17110897827148436,0.9543,0.9566,0.9609,0.0078,0.9581
75.0,0.9702,0.1610723419189453,0.0096,0.9526,0.9566,0.9596,0.9614
76.0,0.9613,0.18809417724609373,0.9585,0.0096,0.0093,0.9566,0.9561
77.0,0.9555,0.23268896484374998,0.9601,0.0063,0.0093,0.9609,0.9566
78.0,0.9586,0.18828120422363281,0.0093,0.9481,0.9609,0.9615,0.0091
79.0,0.9601,0.17940806579589846,0.9525,0.9599,0.0108,0.9591,0.007
80.0,0.9713,0.1726205749511719,0.9501,0.9599,0.9668,0.9525,0.9601
81.0,0.9701,0.17126335144042967,0.9608,0.9496,0.965,0.0074,0.9627
82.0,0.9705,0.18126245117187498,0.9604,0.9553,0.9638,0.9626,0.0095
83.0,0.9668,0.16892962646484375,0.9585,0.9563,0.9635,0.9575,0.0151
84.0,0.9634,0.19585438537597658,0.9545,0.9482,0.9542,0.0079,0.9367
85.0,0.9706,0.19226469421386722,0.9438,0.9606,0.9663,0.9619,0.9648
86.0,0.9674,0.19665715026855468,0.9471,0.9595,0.0131,0.9572,0.9531
87.0,0.9728,0.18930403137207033,0.9665,0.961,0.0106,0.9663,0.9663
88.0,0.9538,0.2372861785888672,0.9537,0.0067,0.9563,0.9657,0.0108
89.0,0.9661,0.16822605895996096,0.0066,0.9573,0.9568,0.9509,0.9593
90.0,0.9692,0.18323731994628906,0.9503,0.9639,0.9516,0.0092,0.9631
91.0,0.9706,0.22236718749999998,0.957,0.9479,0.9578,0.9596,0.9632
92.0,0.967,0.17844773864746094,0.9633,0.9593,0.9558,0.96,0.0075
93.0,0.9589,0.19898754882812503,0.9287,0.9634,0.0083,0.0161,0.9667
94.0,0.9652,0.16123356628417967,0.9623,0.9524,0.0076,0.9598,0.9158
95.0,0.9715,0.19503302001953127,0.9672,0.9645,0.9525,0.9548,0.9526
96.0,0.9731,0.23449385070800782,0.9577,0.9625,0.9594,0.9478,0.9625
97.0,0.9711,0.21833370971679686,0.9627,0.9635,0.9575,0.9551,0.9559
98.0,0.9664,0.19763153076171877,0.94,0.9554,0.9647,0.9571,0.0112
99.0,0.9723,0.21803662109375,0.9626,0.9638,0.9653,0.9523,0.9623
