round,global_acc,global_loss,local_acc0,local_acc1,local_acc2,local_acc3,local_acc4
49.0,0.9523,0.18983486938476563,0.9593,0.9651,0.9622,0.963,0.0075
50.0,0.845,0.5265554199218749,0.9666,0.9672,0.0076,0.9549,0.0078
51.0,0.9666,0.1280692901611328,0.9693,0.0065,0.9596,0.9675,0.9644
52.0,0.8875,0.4881935119628906,0.961,0.9724,0.0053,0.0077,0.9576
53.0,0.9759,0.09851335144042969,0.9626,0.9536,0.9681,0.9608,0.9514
54.0,0.9587,0.1654040832519531,0.0077,0.9591,0.9501,0.9618,0.9672
55.0,0.9335,0.29104803466796875,0.0067,0.9615,0.9659,0.9644,0.0069
56.0,0.9723,0.11829767608642579,0.9624,0.9634,0.0055,0.9616,0.9461
57.0,0.9591,0.1972910461425781,0.9562,0.0073,0.9688,0.008,0.9618
58.0,0.9537,0.21542964172363283,0.0089,0.9613,0.0048,0.9592,0.9597
59.0,0.9661,0.1706280822753906,0.0052,0.9694,0.0055,0.9401,0.9545
60.0,0.9748,0.11271794891357421,0.9567,0.9676,0.951,0.9688,0.9712
61.0,0.9732,0.10893949127197265,0.9634,0.0072,0.9598,0.9565,0.9672
62.0,0.9776,0.09778890228271485,0.9694,0.9617,0.9675,0.9635,0.963
63.0,0.7837,0.7916635131835937,0.0438,0.9615,0.0093,0.9631,0.9633
64.0,0.9708,0.11719235229492186,0.9648,0.9675,0.0038,0.9589,0.967
65.0,0.9138,0.3211366577148438,0.0055,0.9532,0.0049,0.9683,0.9675
66.0,0.9796,0.09416832733154298,0.9666,0.9611,0.9669,0.9702,0.9615
67.0,0.9591,0.14601435852050781,0.9482,0.9585,0.96,0.007,0.9678
68.0,0.9679,0.12250701904296875,0.9643,0.0043,0.9611,0.9681,0.9621
69.0,0.9629,0.13527935791015624,0.963,0.969,0.9593,0.9627,0.0054
70.0,0.9771,0.10399918365478515,0.9655,0.97,0.969,0.9605,0.9642
71.0,0.9475,0.19977052307128906,0.9573,0.0134,0.9668,0.9723,0.9657
72.0,0.9695,0.11184194946289062,0.9645,0.9689,0.9723,0.0094,0.9717
73.0,0.9138,0.34793280029296875,0.9587,0.9613,0.0066,0.9598,0.0082
74.0,0.9711,0.1219015121459961,0.9632,0.9694,0.962,0.007,0.9609
75.0,0.9715,0.11092274475097656,0.005,0.9571,0.9623,0.9602,0.9497
76.0,0.9313,0.29013046264648434,0.9652,0.0062,0.0065,0.9653,0.9639
77.0,0.9584,0.18336608886718753,0.9611,0.0054,0.0092,0.9708,0.9631
78.0,0.9607,0.1688634033203125,0.0069,0.9633,0.9726,0.968,0.0044
79.0,0.9644,0.1725310974121094,0.9628,0.9659,0.0039,0.9698,0.0047
80.0,0.9786,0.10131814575195312,0.9595,0.9625,0.9647,0.9534,0.961
81.0,0.9583,0.1688596954345703,0.9646,0.9684,0.9566,0.0061,0.9676
82.0,0.9728,0.114207275390625,0.9665,0.9675,0.9697,0.953,0.0053
83.0,0.9638,0.13444358825683594,0.9461,0.9595,0.9679,0.97,0.0069
84.0,0.9715,0.11200988006591797,0.9685,0.9578,0.9719,0.0049,0.9692
85.0,0.975,0.10653044891357422,0.9617,0.971,0.9613,0.968,0.9533
86.0,0.9553,0.17230746459960938,0.9656,0.9635,0.0069,0.9592,0.9678
87.0,0.9604,0.15621299743652345,0.9588,0.9655,0.0069,0.9604,0.9679
88.0,0.9489,0.252962646484375,0.9678,0.0073,0.9669,0.9658,0.0047
89.0,0.9722,0.11616780090332032,0.0065,0.9656,0.9637,0.9628,0.9655
90.0,0.9562,0.16100547790527345,0.933,0.9656,0.9681,0.0075,0.9635
91.0,0.9749,0.11932785034179688,0.965,0.9532,0.9625,0.9524,0.965
92.0,0.9557,0.16786083984375,0.9701,0.9566,0.9662,0.9686,0.0091
93.0,0.9385,0.25057560729980466,0.9623,0.9702,0.0082,0.0146,0.9614
94.0,0.9763,0.1011201400756836,0.9588,0.9635,0.0036,0.9673,0.9679
95.0,0.9763,0.11372444152832031,0.9665,0.9624,0.9678,0.9661,0.9688
96.0,0.9777,0.13228741455078125,0.9662,0.9725,0.9633,0.9634,0.967
97.0,0.9762,0.12648246002197266,0.9618,0.9557,0.9667,0.9693,0.9622
98.0,0.9374,0.2279327392578125,0.968,0.9553,0.9586,0.9652,0.0118
99.0,0.9754,0.14701213073730468,0.9665,0.966,0.9694,0.9473,0.9338
